날짜,키워드,노출수,클릭수,클릭률,클릭비용,총비용,전환수,전화율
2023-06-16,재활용 센터,1737,280,6.203571428571428,130,36400,953,0.2938090241343127
2023-06-16,재활용 법률,2291,205,11.175609756097561,139,28495,2010,0.10199004975124377
2023-06-16,재활용 쓰레기,560,102,5.490196078431373,40,4080,246,0.4146341463414634
2023-06-16,재활용 교육,6809,2215,3.074040632054176,140,310100,1811,1.2230811706239646
2023-06-16,재활용 방법,4004,632,6.3354430379746836,99,62568,824,0.7669902912621359
2023-06-16,재활용 분리 배출,8061,6454,1.2489928726371242,112,722848,1947,3.314843348741654
2023-06-16,재활용 아이디어,7554,3447,2.1914708442123585,49,168903,483,7.136645962732919
2023-06-16,재활용의 중요성,9366,5785,1.6190146931719966,176,1018160,1027,5.632911392405063
2023-06-17,재활용 분리 배출,4263,1558,2.7362002567394095,23,35834,2630,0.5923954372623574
2023-06-17,재활용의 중요성,5483,3145,1.743402225755167,117,367965,1635,1.9235474006116209
2023-06-17,재활용 교육,4049,3153,1.284173802727561,54,170262,21,150.14285714285714
2023-06-17,플라스틱 재활용,7333,6425,1.1413229571984436,134,860950,1976,3.251518218623482
2023-06-17,재활용 아이디어,4394,6,732.3333333333334,193,1158,2572,0.0023328149300155523
2023-06-17,재활용 방법,736,670,1.0985074626865672,125,83750,883,0.7587768969422424
2023-06-17,재활용 법률,2108,428,4.925233644859813,21,8988,2299,0.18616789908655937
2023-06-17,재활용 쓰레기,1969,1593,1.2360326428123039,131,208683,2711,0.5876060494282552
2023-06-18,재활용의 중요성,605,510,1.1862745098039216,24,12240,622,0.819935691318328
2023-06-19,재활용 분리 배출,7336,3565,2.057784011220196,17,60605,2311,1.5426222414539161
2023-06-19,재활용 쓰레기,5130,2088,2.456896551724138,162,338256,1881,1.1100478468899522
2023-06-19,재활용의 중요성,2592,1740,1.4896551724137932,121,210540,717,2.426778242677824
2023-06-20,재활용 교육,2793,2751,1.015267175572519,6,16506,1393,1.9748743718592965
2023-06-20,재활용 센터,7714,5891,1.3094551010015278,90,530190,1955,3.013299232736573
2023-06-20,재활용 방법,6604,6537,1.0102493498546734,46,300702,715,9.142657342657342
2023-06-20,재활용의 중요성,9459,1713,5.521891418563923,100,171300,1131,1.5145888594164456
2023-06-21,재활용 교육,3576,819,4.366300366300366,91,74529,2071,0.39546112988894255
2023-06-21,재활용 아이디어,2068,1371,1.5083880379285193,97,132987,1847,0.742284786139686
2023-06-21,재활용 쓰레기,8033,3495,2.298426323319027,130,454350,1327,2.6337603617181613
2023-06-21,재활용의 중요성,5910,2921,2.0232796987333104,69,201549,1651,1.7692307692307692
2023-06-21,재활용 방법,3627,783,4.632183908045977,102,79866,2141,0.3657169546940682
2023-06-22,플라스틱 재활용,6769,4915,1.3772126144455747,172,845380,815,6.030674846625767
2023-06-22,재활용 통계,4626,4262,1.0854059127170343,167,711754,933,4.568060021436227
2023-06-22,재활용의 중요성,9019,3855,2.3395590142671856,145,558975,784,4.917091836734694
2023-06-22,재활용 쓰레기,7924,3357,2.360440869824248,191,641187,248,13.536290322580646
2023-06-22,재활용 분리 배출,196,175,1.12,174,30450,321,0.5451713395638629
2023-06-22,재활용 센터,129,99,1.303030303030303,16,1584,141,0.7021276595744681
2023-06-23,재활용 방법,154,141,1.0921985815602837,32,4512,2338,0.06030795551753636
2023-06-23,재활용의 중요성,5999,3675,1.6323809523809525,181,665175,288,12.760416666666666
2023-06-23,재활용 법률,4512,2877,1.5683003128258604,184,529368,686,4.1938775510204085
2023-06-24,재활용 방법,8766,3396,2.581272084805654,97,329412,974,3.486652977412731
2023-06-24,재활용의 중요성,7906,4686,1.68715322236449,163,763818,2439,1.9212792127921279
2023-06-25,재활용 통계,399,26,15.346153846153847,163,4238,189,0.13756613756613756
2023-06-25,재활용 쓰레기,7868,5588,1.408017179670723,192,1072896,2395,2.3331941544885177
2023-06-25,재활용 센터,7324,3547,2.0648435297434453,122,432734,2352,1.508078231292517
2023-06-25,재활용 방법,8894,7603,1.1698013941865053,135,1026405,2262,3.361184792219275
2023-06-25,재활용 법률,4597,3444,1.3347851335656213,15,51660,91,37.84615384615385
2023-06-26,재활용 분리 배출,1365,1149,1.1879895561357703,136,156264,1802,0.6376248612652609
2023-06-26,재활용 통계,1341,442,3.0339366515837103,39,17238,1161,0.3807062876830319
2023-06-26,재활용 아이디어,6192,5318,1.1643474990597968,153,813654,839,6.33849821215733
2023-06-26,재활용 쓰레기,8906,5062,1.7593836428289213,129,652998,858,5.8997668997669
2023-06-26,재활용 법률,3108,985,3.155329949238579,48,47280,182,5.412087912087912
2023-06-27,재활용 방법,884,599,1.4757929883138565,26,15574,1080,0.5546296296296296
2023-06-27,재활용 법률,3196,1396,2.2893982808022924,195,272220,57,24.49122807017544
2023-06-27,재활용 통계,2623,247,10.619433198380566,143,35321,1374,0.17976710334788937
2023-06-27,재활용 아이디어,6724,1422,4.728551336146273,23,32706,758,1.8759894459102902
2023-06-27,재활용의 중요성,2868,1957,1.4655084312723556,175,342475,1873,1.0448478376935397
2023-06-28,재활용 센터,7932,1544,5.137305699481865,157,242408,1569,0.9840662842574889
2023-06-28,재활용 교육,8447,818,10.32640586797066,195,159510,2227,0.3673102828917827
2023-06-28,재활용의 중요성,7268,7098,1.0239504085657931,108,766584,1326,5.352941176470588
2023-06-29,재활용 통계,866,777,1.1145431145431146,11,8547,527,1.4743833017077799
2023-06-29,재활용 분리 배출,1053,233,4.51931330472103,174,40542,693,0.3362193362193362
2023-06-29,재활용 법률,7,0,inf,74,0,6,0.0
2023-06-29,플라스틱 재활용,8846,8150,1.085398773006135,129,1051350,323,25.23219814241486
2023-06-30,재활용 분리 배출,7640,358,21.34078212290503,25,8950,1319,0.2714177407126611
2023-06-30,재활용 방법,2363,2106,1.1220322886989553,80,168480,1272,1.6556603773584906
2023-06-30,재활용 센터,9770,6282,1.5552371856096785,2,12564,910,6.903296703296704
2023-06-30,재활용 법률,2657,1996,1.3311623246492985,103,205588,2202,0.9064486830154405
2023-06-30,재활용 아이디어,6087,2720,2.2378676470588235,91,247520,1655,1.6435045317220545
2023-06-30,재활용 쓰레기,6868,2534,2.7103393843725336,39,98826,3062,0.8275636838667537
2023-06-30,재활용 통계,9113,5775,1.578008658008658,99,571725,1042,5.542226487523992
2023-06-30,재활용 교육,1108,1073,1.032618825722274,161,172753,1767,0.6072439162422184
2023-06-30,플라스틱 재활용,8429,4954,1.7014533710133226,98,485492,2747,1.803421914816163
2023-07-01,재활용 쓰레기,338,86,3.9302325581395348,145,12470,266,0.3233082706766917
2023-07-01,재활용 분리 배출,2320,1737,1.335636154289004,181,314397,3088,0.5625
2023-07-01,플라스틱 재활용,901,891,1.0112233445566778,154,137214,947,0.9408658922914467
2023-07-01,재활용 교육,4376,1260,3.473015873015873,139,175140,2485,0.5070422535211268
2023-07-01,재활용 아이디어,4538,801,5.66541822721598,162,129762,688,1.1642441860465116
2023-07-01,재활용 방법,9182,3920,2.3423469387755103,172,674240,2560,1.53125
2023-07-01,재활용 통계,3381,1602,2.1104868913857677,72,115344,102,15.705882352941176
2023-07-02,재활용의 중요성,6048,2223,2.720647773279352,189,420147,1499,1.4829886591060708
2023-07-03,재활용 법률,1198,93,12.881720430107526,189,17577,343,0.27113702623906705
2023-07-03,플라스틱 재활용,496,16,31.0,136,2176,976,0.01639344262295082
2023-07-03,재활용 통계,9463,5346,1.7701084923307147,157,839322,927,5.766990291262136
2023-07-03,재활용 분리 배출,3395,2612,1.299770290964778,122,318664,1093,2.3897529734675205
2023-07-03,재활용 센터,8252,6603,1.249734968953506,158,1043274,2402,2.7489592006661114
2023-07-03,재활용 쓰레기,8531,7551,1.129784134551715,157,1185507,1504,5.02061170212766
2023-07-03,재활용 방법,4918,4436,1.1086564472497746,120,532320,2479,1.7894312222670432
2023-07-03,재활용 교육,886,45,19.68888888888889,86,3870,376,0.1196808510638298
2023-07-04,재활용 분리 배출,2906,733,3.9645293315143246,101,74033,1697,0.4319387153800825
2023-07-05,재활용 통계,7642,7516,1.0167642362959022,161,1210076,1520,4.9447368421052635
2023-07-05,재활용 교육,375,241,1.5560165975103735,115,27715,2674,0.09012715033657442
2023-07-05,재활용 센터,2340,368,6.358695652173913,133,48944,1604,0.22942643391521197
2023-07-06,재활용 법률,3005,1552,1.9362113402061856,193,299536,1795,0.8646239554317549
2023-07-06,재활용 방법,3935,1529,2.5735775016350555,80,122320,2567,0.5956369302687963
2023-07-06,재활용 쓰레기,93,7,13.285714285714286,63,441,2530,0.002766798418972332
2023-07-06,재활용 센터,8874,3378,2.6269982238010656,21,70938,2839,1.1898555829517437
2023-07-06,재활용 아이디어,3837,186,20.629032258064516,159,29574,530,0.35094339622641507
2023-07-07,재활용 쓰레기,8736,711,12.286919831223628,117,83187,2028,0.3505917159763314
2023-07-07,재활용 분리 배출,1014,271,3.7416974169741697,143,38753,2862,0.0946890286512928
2023-07-07,재활용 통계,3378,1284,2.630841121495327,69,88596,1522,0.8436268068331143
2023-07-07,재활용 센터,7025,1408,4.989346590909091,27,38016,268,5.253731343283582
2023-07-07,플라스틱 재활용,8439,7112,1.186586051743532,69,490728,144,49.388888888888886
2023-07-07,재활용 아이디어,9024,6879,1.311818578281727,195,1341405,1138,6.04481546572935
2023-07-07,재활용의 중요성,1634,1381,1.1832005792903693,151,208531,663,2.082956259426848
2023-07-07,재활용 방법,9576,117,81.84615384615384,153,17901,1631,0.07173513182096873
2023-07-08,플라스틱 재활용,7819,6795,1.1506990434142752,42,285390,2025,3.3555555555555556
2023-07-08,재활용 법률,6399,2583,2.4773519163763065,154,397782,686,3.7653061224489797
2023-07-08,재활용의 중요성,2641,1518,1.7397891963109355,113,171534,2253,0.6737683089214381
2023-07-08,재활용 아이디어,3034,52,58.34615384615385,81,4212,2733,0.0190267105744603
2023-07-08,재활용 쓰레기,1260,702,1.794871794871795,46,32292,573,1.225130890052356
2023-07-08,재활용 방법,5832,2691,2.1672240802675584,134,360594,2416,1.1138245033112584
2023-07-08,재활용 센터,2887,2001,1.4427786106946527,81,162081,381,5.251968503937008
2023-07-08,재활용 교육,6536,918,7.119825708061002,49,44982,1770,0.5186440677966102
2023-07-09,재활용 분리 배출,3278,1873,1.7501334757074212,58,108634,2168,0.863929889298893
2023-07-09,플라스틱 재활용,6290,4570,1.37636761487965,156,712920,1784,2.561659192825112
2023-07-10,재활용 법률,5999,5224,1.148353751914242,108,564192,868,6.018433179723503
2023-07-10,재활용 센터,7555,7131,1.0594587014443977,189,1347759,577,12.358752166377815
2023-07-11,재활용 법률,3684,604,6.099337748344371,175,105700,884,0.6832579185520362
2023-07-11,플라스틱 재활용,5937,4444,1.3359585958595859,41,182204,574,7.7421602787456445
2023-07-11,재활용 방법,4164,1767,2.3565365025466893,101,178467,1588,1.11272040302267
2023-07-11,재활용 센터,750,677,1.1078286558345642,59,39943,1221,0.5544635544635544
2023-07-11,재활용 쓰레기,3716,3514,1.0574843483210017,144,506016,2135,1.6459016393442623
2023-07-11,재활용의 중요성,4653,2918,1.5945853324194654,42,122556,2059,1.417192812044682
2023-07-11,재활용 통계,3784,1847,2.0487276664861938,159,293673,296,6.239864864864865
2023-07-11,재활용 아이디어,3993,3150,1.2676190476190476,74,233100,885,3.559322033898305
2023-07-11,재활용 교육,2263,628,3.6035031847133756,187,117436,1924,0.3264033264033264
2023-07-12,재활용 쓰레기,1876,1234,1.5202593192868719,79,97486,1829,0.6746856205576818
2023-07-12,재활용 분리 배출,4828,186,25.956989247311828,109,20274,865,0.21502890173410405
2023-07-12,재활용 통계,9159,2848,3.215941011235955,151,430048,2082,1.367915465898175
2023-07-12,재활용의 중요성,9425,5056,1.864121835443038,142,717952,2953,1.7121571283440569
2023-07-12,재활용 센터,5905,1180,5.004237288135593,64,75520,619,1.9063004846526657
2023-07-12,재활용 방법,928,583,1.5917667238421955,56,32648,62,9.403225806451612
2023-07-13,플라스틱 재활용,3271,2145,1.524941724941725,163,349635,1169,1.834901625320787
2023-07-13,재활용 법률,5067,2393,2.117425825323861,112,268016,447,5.353467561521253
2023-07-14,재활용 교육,6446,634,10.167192429022082,93,58962,205,3.0926829268292684
2023-07-14,재활용 쓰레기,996,380,2.6210526315789475,7,2660,95,4.0
2023-07-14,재활용의 중요성,218,29,7.517241379310345,121,3509,2682,0.01081282624906786
2023-07-14,재활용 아이디어,1753,1554,1.128056628056628,25,38850,2922,0.5318275154004107
2023-07-14,플라스틱 재활용,8555,4853,1.7628271172470638,74,359122,54,89.87037037037037
2023-07-14,재활용 방법,7430,6508,1.1416717885679164,185,1203980,1506,4.321381142098273
2023-07-14,재활용 통계,5682,4954,1.1469519580137262,150,743100,428,11.574766355140186
2023-07-14,재활용 법률,8410,1365,6.1611721611721615,38,51870,2273,0.6005279366476023
2023-07-15,재활용 센터,8870,7874,1.126492252984506,196,1543304,2042,3.8560235063663075
2023-07-15,재활용 법률,7556,7209,1.048134276598696,154,1110186,2878,2.504864489228631
2023-07-15,재활용 쓰레기,7950,3161,2.5150268902246125,6,18966,1098,2.8788706739526413
2023-07-15,재활용의 중요성,9587,6954,1.3786310037388554,187,1300398,2804,2.4800285306704706
2023-07-15,재활용 방법,4634,3961,1.1699065892451401,109,431749,3044,1.3012483574244416
2023-07-15,재활용 아이디어,8551,7082,1.2074272804292572,4,28328,545,12.994495412844037
2023-07-15,재활용 분리 배출,5634,1913,2.94511238891793,193,369209,355,5.3887323943661976
2023-07-15,플라스틱 재활용,1953,860,2.2709302325581397,8,6880,2507,0.3430394894295971
2023-07-15,재활용 통계,3799,3612,1.0517718715393134,83,299796,1611,2.2420856610800746
2023-07-16,재활용 분리 배출,1162,344,3.377906976744186,125,43000,3000,0.11466666666666667
2023-07-17,재활용 법률,164,20,8.2,68,1360,1848,0.010822510822510822
2023-07-17,재활용 센터,7671,2398,3.198915763135947,166,398068,1776,1.3502252252252251
2023-07-17,재활용 교육,4273,1751,2.4403198172472873,84,147084,2088,0.8386015325670498
2023-07-18,재활용의 중요성,6874,2763,2.487875497647485,88,243144,1885,1.4657824933687003
2023-07-18,재활용 방법,7004,1628,4.302211302211302,160,260480,2679,0.6076894363568496
2023-07-18,재활용 쓰레기,7239,6435,1.1249417249417248,121,778635,3104,2.073131443298969
2023-07-18,재활용 통계,6539,365,17.915068493150685,182,66430,435,0.8390804597701149
2023-07-18,재활용 센터,6313,1222,5.166121112929623,139,169858,2294,0.5326939843068875
2023-07-18,플라스틱 재활용,1031,154,6.694805194805195,199,30646,1375,0.112
2023-07-18,재활용 법률,6009,5469,1.0987383433900164,184,1006296,328,16.673780487804876
2023-07-18,재활용 아이디어,2152,607,3.545304777594728,93,56451,1352,0.4489644970414201
2023-07-18,재활용 교육,9332,1614,5.781908302354399,5,8070,2997,0.5385385385385385
2023-07-19,재활용 법률,4308,299,14.408026755852843,192,57408,1917,0.15597287428273343
2023-07-20,재활용 쓰레기,9266,4998,1.8539415766306522,168,839664,1088,4.59375
2023-07-21,재활용 아이디어,1546,330,4.684848484848485,85,28050,181,1.8232044198895028
2023-07-21,재활용 쓰레기,4895,4257,1.1498708010335916,30,127710,1945,2.188688946015424
2023-07-22,재활용 쓰레기,3806,1844,2.0639913232104123,19,35036,632,2.9177215189873418
2023-07-22,재활용 법률,2651,1183,2.2409129332206255,42,49686,879,1.3458475540386803
2023-07-22,재활용 아이디어,8670,1113,7.789757412398922,19,21147,3097,0.35938004520503714
2023-07-22,재활용 교육,559,358,1.5614525139664805,26,9308,2949,0.12139708375720583
2023-07-22,재활용 통계,8990,6738,1.334223805283467,26,175188,2814,2.394456289978678
2023-07-23,재활용 방법,7011,134,52.32089552238806,190,25460,1705,0.07859237536656892
2023-07-23,재활용 쓰레기,8181,7373,1.1095890410958904,162,1194426,1271,5.800944138473643
2023-07-24,재활용 아이디어,6745,3254,2.0728334357713583,85,276590,106,30.69811320754717
2023-07-24,재활용 통계,1667,1009,1.6521308225966302,166,167494,1466,0.6882673942701227
2023-07-24,재활용의 중요성,4564,2501,1.8248700519792083,196,490196,201,12.442786069651742
2023-07-24,재활용 분리 배출,9770,4630,2.1101511879049677,30,138900,1278,3.622848200312989
2023-07-24,재활용 교육,1117,320,3.490625,45,14400,919,0.3482045701849837
2023-07-24,재활용 쓰레기,8968,1587,5.650913673597984,184,292008,1391,1.1409058231488138
2023-07-24,재활용 방법,2768,1639,1.6888346552776083,153,250767,2403,0.6820640865584686
2023-07-24,플라스틱 재활용,9424,2543,3.7058592213920565,83,211069,2549,0.9976461357395057
2023-07-24,재활용 법률,9848,7483,1.3160497126820794,159,1189797,222,33.707207207207205
2023-07-25,재활용의 중요성,4620,4197,1.1007862759113654,22,92334,2146,1.955731593662628
2023-07-25,재활용 법률,9922,6527,1.520147081354374,26,169702,2264,2.8829505300353357
2023-07-25,재활용 통계,9268,5096,1.8186813186813187,17,86632,1904,2.676470588235294
2023-07-25,재활용 아이디어,1832,1464,1.2513661202185793,103,150792,2398,0.6105087572977481
2023-07-25,재활용 분리 배출,5448,500,10.896,119,59500,2834,0.17642907551164433
2023-07-25,재활용 교육,2588,1364,1.8973607038123168,173,235972,30,45.46666666666667
2023-07-26,재활용의 중요성,7799,7129,1.093982325711881,196,1397284,2809,2.5379138483446066
2023-07-26,재활용 법률,5562,1874,2.967982924226254,23,43102,3077,0.6090347741306468
2023-07-26,재활용 쓰레기,3823,143,26.734265734265733,172,24596,1137,0.12576956904133685
2023-07-26,플라스틱 재활용,7903,2838,2.784707540521494,146,414348,176,16.125
2023-07-26,재활용 교육,2803,527,5.318785578747628,135,71145,1581,0.3333333333333333
2023-07-26,재활용 아이디어,1163,534,2.1779026217228465,10,5340,215,2.483720930232558
2023-07-26,재활용 센터,1276,18,70.88888888888889,191,3438,12,1.5
2023-07-27,플라스틱 재활용,7210,2381,3.0281394372112556,154,366674,2768,0.8601878612716763
2023-07-27,재활용 통계,2462,138,17.840579710144926,156,21528,1776,0.0777027027027027
2023-07-27,재활용 센터,2901,2498,1.1613290632506006,109,272282,574,4.351916376306621
2023-07-27,재활용 교육,3490,1798,1.9410456062291435,59,106082,339,5.303834808259587
2023-07-27,재활용의 중요성,9721,1463,6.644565960355434,117,171171,778,1.8804627249357326
2023-07-27,재활용 방법,2803,341,8.219941348973608,196,66836,3014,0.11313868613138686
2023-07-27,재활용 쓰레기,184,62,2.967741935483871,199,12338,222,0.27927927927927926
2023-07-27,재활용 분리 배출,4688,70,66.97142857142858,146,10220,2228,0.03141831238779174
2023-07-27,재활용 아이디어,6878,4831,1.4237217967294555,83,400973,411,11.754257907542579
2023-07-28,재활용 법률,9746,2249,4.3334815473543795,35,78715,1391,1.6168224299065421
2023-07-28,재활용 센터,8480,2357,3.597793805685193,150,353550,398,5.922110552763819
2023-07-28,재활용 방법,8983,4623,1.9431105342850963,166,767418,2339,1.976485677640017
2023-07-28,재활용 통계,6107,1432,4.264664804469274,120,171840,2824,0.5070821529745042
2023-07-28,재활용 쓰레기,5463,2134,2.5599812558575445,192,409728,2492,0.8563402889245586
2023-07-28,재활용의 중요성,9218,7250,1.2714482758620689,180,1305000,1048,6.9179389312977095
2023-07-29,플라스틱 재활용,600,249,2.4096385542168677,188,46812,2691,0.09253065774804906
2023-07-29,재활용 분리 배출,7961,303,26.273927392739274,182,55146,171,1.7719298245614035
2023-07-29,재활용 아이디어,8210,5498,1.4932702801018551,91,500318,1894,2.9028511087645197
2023-07-30,재활용 아이디어,3811,150,25.406666666666666,13,1950,2320,0.06465517241379311
2023-07-30,재활용 방법,4383,3068,1.4286179921773141,193,592124,29,105.79310344827586
2023-07-30,재활용 분리 배출,2267,1386,1.6356421356421356,46,63756,2001,0.6926536731634183
2023-07-30,재활용 쓰레기,9114,112,81.375,144,16128,1755,0.06381766381766382
2023-07-30,재활용 법률,619,549,1.127504553734062,153,83997,910,0.6032967032967033
2023-07-30,재활용 센터,9085,639,14.217527386541471,16,10224,627,1.0191387559808613
2023-07-30,재활용의 중요성,5793,1812,3.197019867549669,2,3624,1241,1.460112812248187
2023-07-30,재활용 통계,6516,3931,1.6575934876621725,153,601443,1672,2.3510765550239237
2023-07-30,재활용 교육,5076,1733,2.9290248124639353,29,50257,1602,1.0817727840199751
2023-07-30,플라스틱 재활용,9300,8350,1.1137724550898203,127,1060450,2825,2.9557522123893807
2023-07-31,재활용 방법,2561,1926,1.329698857736241,78,150228,1729,1.1139386928860613
2023-07-31,재활용의 중요성,7725,4833,1.5983860955927995,29,140157,1358,3.5589101620029453
2023-07-31,플라스틱 재활용,1639,1534,1.0684485006518905,131,200954,707,2.16973125884017
2023-07-31,재활용 교육,9154,7945,1.1521711768407803,64,508480,2569,3.092643051771117
2023-07-31,재활용 센터,6535,3452,1.8931054461181924,58,200216,2050,1.6839024390243902
2023-07-31,재활용 쓰레기,453,73,6.205479452054795,143,10439,2115,0.03451536643026005
2023-07-31,재활용 아이디어,4776,3644,1.3106476399560922,37,134828,2104,1.731939163498099
2023-08-01,재활용 통계,8397,624,13.45673076923077,0,0,1685,0.37032640949554896
2023-08-01,재활용의 중요성,1146,998,1.1482965931863727,145,144710,530,1.8830188679245283
2023-08-01,재활용 센터,5879,5422,1.084286241239395,101,547622,117,46.34188034188034
2023-08-01,재활용 쓰레기,5675,5085,1.1160275319567354,5,25425,1039,4.894128970163619
2023-08-01,플라스틱 재활용,9898,5870,1.6862010221465076,44,258280,846,6.938534278959811
2023-08-01,재활용 방법,6248,2885,2.165684575389948,71,204835,327,8.82262996941896
2023-08-01,재활용 아이디어,7252,2092,3.4665391969407264,117,244764,1670,1.2526946107784431
2023-08-01,재활용 분리 배출,1795,1213,1.4798021434460016,178,215914,1002,1.2105788423153692
2023-08-01,재활용 교육,8698,1471,5.912984364377974,67,98557,55,26.745454545454546
2023-08-02,재활용 교육,4971,1220,4.074590163934427,169,206180,2454,0.4971475142624287
2023-08-02,재활용 분리 배출,2124,447,4.751677852348993,114,50958,1619,0.27609635577516983
2023-08-02,재활용 법률,4224,3394,1.2445492044784914,198,672012,2935,1.1563884156729132
2023-08-02,재활용 센터,4931,623,7.914927768860353,3,1869,790,0.7886075949367088
2023-08-02,플라스틱 재활용,5717,2979,1.9191003692514266,70,208530,2725,1.093211009174312
2023-08-03,재활용 분리 배출,5258,3891,1.3513235672063737,43,167313,1809,2.1509121061359866
2023-08-03,재활용 교육,9343,293,31.887372013651877,183,53619,961,0.3048907388137357
2023-08-03,재활용 방법,7349,3106,2.3660656793303283,189,587034,441,7.043083900226757
2023-08-03,재활용 통계,4265,1598,2.6689612015018773,179,286042,2113,0.7562707051585423
2023-08-03,재활용 센터,1039,842,1.2339667458432304,12,10104,2134,0.39456419868791004
2023-08-03,재활용 아이디어,9284,2380,3.9008403361344537,168,399840,2624,0.9070121951219512
2023-08-03,재활용의 중요성,7403,1697,4.362404242781379,144,244368,86,19.732558139534884
2023-08-03,재활용 쓰레기,8261,8095,1.020506485484867,111,898545,55,147.1818181818182
2023-08-04,재활용 통계,6896,6346,1.0866687677277025,173,1097858,122,52.01639344262295
2023-08-04,재활용의 중요성,2222,964,2.304979253112033,92,88688,1800,0.5355555555555556
2023-08-04,재활용 방법,1225,260,4.711538461538462,25,6500,2351,0.11059123777116121
2023-08-04,플라스틱 재활용,6062,1172,5.17235494880546,149,174628,309,3.792880258899676
2023-08-04,재활용 분리 배출,1992,1890,1.053968253968254,115,217350,575,3.2869565217391306
2023-08-04,재활용 아이디어,2495,1264,1.9738924050632911,119,150416,300,4.213333333333333
2023-08-04,재활용 법률,4142,903,4.5869324473975635,42,37926,786,1.1488549618320612
2023-08-04,재활용 쓰레기,4173,3611,1.1556355580171698,63,227493,1796,2.010579064587973
2023-08-04,재활용 센터,8099,5175,1.565024154589372,167,864225,1213,4.266281945589448
2023-08-05,재활용 센터,2340,325,7.2,123,39975,2172,0.1496316758747698
2023-08-06,재활용 통계,7944,7134,1.1135407905803196,18,128412,2337,3.0526315789473686
2023-08-06,재활용의 중요성,5355,2295,2.3333333333333335,197,452115,3048,0.7529527559055118
2023-08-06,재활용 쓰레기,1615,880,1.8352272727272727,90,79200,1525,0.5770491803278689
2023-08-06,재활용 아이디어,8539,3858,2.2133229652669777,47,181326,774,4.984496124031008
2023-08-06,재활용 센터,947,593,1.596964586846543,71,42103,1087,0.5455381784728611
2023-08-06,재활용 법률,396,312,1.2692307692307692,77,24024,2304,0.13541666666666666
2023-08-07,재활용 쓰레기,8867,3851,2.3025188262788885,52,200252,65,59.246153846153845
2023-08-07,재활용 통계,237,141,1.6808510638297873,13,1833,3015,0.046766169154228855
2023-08-07,재활용 분리 배출,2316,929,2.4930032292787945,56,52024,1484,0.626010781671159
2023-08-07,재활용 교육,1073,115,9.330434782608696,31,3565,1010,0.11386138613861387
2023-08-07,재활용 방법,3019,1562,1.9327784891165174,180,281160,514,3.0389105058365757
2023-08-08,플라스틱 재활용,1794,1473,1.2179226069246436,152,223896,2330,0.6321888412017167
2023-08-09,재활용 쓰레기,7495,5991,1.2510432315139375,93,557163,2222,2.696219621962196
2023-08-09,재활용 방법,6935,5173,1.3406147303305624,156,806988,1030,5.022330097087378
2023-08-09,재활용 분리 배출,9370,2534,3.6977111286503552,192,486528,1848,1.371212121212121
2023-08-09,재활용 법률,2631,1303,2.019186492709133,54,70362,3027,0.43045920052857617
2023-08-10,재활용 분리 배출,5149,350,14.711428571428572,177,61950,419,0.8353221957040573
2023-08-10,재활용 통계,5439,3673,1.4808058807514293,5,18365,1529,2.4022236756049704
2023-08-10,재활용 법률,1209,1163,1.0395528804815133,165,191895,1968,0.5909552845528455
2023-08-10,재활용 방법,7582,5993,1.265142666444185,61,365573,1388,4.317723342939481
2023-08-10,플라스틱 재활용,9442,1792,5.268973214285714,53,94976,3093,0.5793727772389267
2023-08-10,재활용 쓰레기,4660,3637,1.2812757767390706,128,465536,951,3.8243953732912725
2023-08-10,재활용의 중요성,7942,6318,1.2570433681544793,155,979290,2573,2.4554994170229305
2023-08-10,재활용 교육,6002,5342,1.123549232497192,72,384624,852,6.269953051643192
2023-08-11,재활용 아이디어,5171,126,41.03968253968254,48,6048,2974,0.04236718224613315
2023-08-11,재활용 센터,1075,892,1.2051569506726458,198,176616,1980,0.4505050505050505
2023-08-11,재활용 쓰레기,5623,1540,3.6512987012987015,26,40040,1532,1.0052219321148825
2023-08-11,플라스틱 재활용,6861,4037,1.699529353480307,197,795289,1346,2.99925705794948
2023-08-11,재활용 통계,9190,3465,2.652236652236652,56,194040,707,4.900990099009901
2023-08-12,재활용 쓰레기,6175,735,8.401360544217686,118,86730,1014,0.7248520710059172
2023-08-12,재활용 방법,9185,4891,1.8779390717644653,49,239659,2051,2.3846903949293026
2023-08-12,플라스틱 재활용,7449,3446,2.1616366802089377,49,168854,2978,1.1571524513096039
2023-08-12,재활용 아이디어,3252,2896,1.12292817679558,172,498112,184,15.73913043478261
2023-08-12,재활용 분리 배출,1925,756,2.5462962962962963,184,139104,702,1.0769230769230769
2023-08-12,재활용의 중요성,6360,1626,3.911439114391144,43,69918,1607,1.0118232731798382
2023-08-12,재활용 통계,2237,618,3.6197411003236244,143,88374,2231,0.2770058269834155
2023-08-12,재활용 교육,6343,3937,1.6111252222504444,125,492125,2548,1.5451334379905808
2023-08-12,재활용 센터,6590,4224,1.5601325757575757,121,511104,449,9.407572383073497
2023-08-12,재활용 법률,7176,446,16.08968609865471,101,45046,364,1.2252747252747254
2023-08-13,재활용의 중요성,5875,3245,1.810477657935285,193,626285,580,5.594827586206897
2023-08-13,플라스틱 재활용,2234,78,28.641025641025642,56,4368,1856,0.04202586206896552
2023-08-13,재활용 쓰레기,6468,4712,1.3726655348047538,57,268584,2503,1.8825409508589692
2023-08-13,재활용 통계,1913,1089,1.7566574839302111,59,64251,383,2.843342036553525
